新入生セミナー,2,選択
情報処理,2,選択
英語コミュニケーションⅠ,1,必修
英語演習Ⅰ（基礎英語演習）,1,必修
英語コミュニケーションⅡ,1,選択
英語演習Ⅱ,1,選択
英語ライティングⅠ,1,選択
英語リーディングⅠ,1,選択
英語演習Ⅲ,2,選択
英語ライティングⅡ,2,選択
英語リーディングⅡ,2,選択
英語ディスカッション,2,選択
英語インテンシブA,2,選択
英語インテンシブB,2,選択
アカデミックイングリッシュⅠ,2,選択
アカデミックイングリッシュⅡ,2,選択
アカデミックイングリッシュⅢ,2,選択
ビジネスイングリッシュ,2,選択
英語海外研修A,2,選択
英語海外研修B,2,選択
初修外国語入門Ⅰ,1,必修
初修外国語入門Ⅱ,1,必修
初修外国語Ⅰ,2,選択
初修外国語Ⅱ,2,選択
初修外国語Ⅲ,2,選択
初修外国語Ⅳ,2,選択
健康体育Ⅰ,1,選択
健康体育Ⅱ,1,選択
スポーツⅠ,1,選択
スポーツⅡ,1,選択
キャリアデザイン,1,必修
