情報学総論,2,必修
コンピュータ入門,2,必修
コンピュータシステム演習,1,必修
日本語表現法,2,必修
コミュニケーションスキルズⅠ,1,必修
コミュニケーションスキルズⅡ,1,選択
コミュニケーションスキルズⅢ,1,選択
リーディングスキルズⅠ,1,選択
リーディングスキルズⅡ,1,選択
リーディングスキルズⅢ,1,選択
ライティングスキルズⅠ,1,選択
ライティングスキルズⅡ,1,選択
ライティングスキルズⅢ－１,1,選択
ライティングスキルズⅢ－２,1,選択
ライティングスキルズⅢ－３,1,選択
プログラミング,3,必修
学習マネジメント,2,必修
情報倫理と法,2,必修
情報学方法論,1,必修
情報学特別講義Ⅰ,2,選択
情報学特別講義Ⅱ,2,選択
情報学特別講義Ⅲ,2,選択
